country,country_code,year,region,rank_stat_ind,stat_ind,rank_dem_stat,dem_stat,stateness,monopoly,identity,no_dogmas,admin,pol_part,elect,power,assembly,express,ruleoflaw,separation,judiciary,prosecution,civ_rights,stab_dem,perf_dem,com_dem,integ,party_sys,int_group,approv_dem,soc_cap,rank_econ_stat,econ_stat,level_development,barriers,market,compet,anti_monop,for_trade,bank,stab_econ,infl,macro_stab,priv_prop,prop_rights,priv_ent,welfare,safety_nets,equal,perf_econ,output,sustain,envir,edu,rank_gov_ind,gov_ind,level_diff,constr,civil_trad,conflict_intens,GNI,UN_edu,state_rol,gov_perf,steering,priority,implement,learning,efficiency,assets,coord,anti_corrupt,consens,goals,veto,cleavage,civil_part,recon,int_coop,use_support,cred,reg_coop,trend_dem,trend_econ,trend_gov,core_stateness,state_failure,pol_sys,cat_stat_ind,cat_dem_stat,cat_trend_dem,cat_econ_stat,cat_trend_econ,cat_gov_ind,cat_trend_gov,cat_level_diff,stateness_cat,pol_part_cat,ruleoflaw_cat,stab_dem_cat,integ_cat,level_development_cat,market_cat,stab_econ_cat,priv_prop_cat,welfare_cat,perf_econ_cat,sustain_cat,level_diff_cat,steering_cat,efficiency_cat,consens_cat,int_coop_cat
"Argentina","ARG",2018,"Latin America and the Caribbean",23,7.267857,19,8,9,8,10,10,8,9,9,8,10,9,7,7,7,7,7,7.5,7,8,7.5,7,7,9,7,35,6.535714,7,7,6.75,7,6,7,7,7,7,7,7.5,7,8,6.5,6,7,5,5,6,6,6,26,5.9955556,3,4,4,4,2,1,3,7.1,7,7,7,7,6.3333333,7,6,6,7.4,8,9,7,6,7,7.6666667,8,7,8,.45,.79,1.4333334,8,"Stable state","democracy","Very limited","Democracy in consolidation","No significant changes","Functional flaws","Improvement","Good","Strong improvement","Minor","Excellent","Excellent","Sound","Sound","Sound","Sound","Sound","Sound","Sound","Sound","Fair","Fair","Flawed","Sound","Fair","Sound","Sound"
"Armenia","ARM",2006,"Post Soviet Eurasia",58,5.814285,71,5.2,8.75,9,9,9,8,5,6,3,6,5,4.25,3,4,4,6,3,3,3,5,6,5,,4,41,6.428571,4,4,6.5,5,6,8,7,9,9,9,7,7,7,5.5,6,5,8,8,5,6,4,58,4.9270833,4.4166667,5,4,3,8,2,4.5,5.7,5,5,5,5,5,5,5,5,5.8,7,7,6,5,4,7,7,8,6,,,,8.5,"Stable state","autocracy","Limited","Moderate autocracy",,"Functional flaws",,"Moderate",,"Minor","Excellent","Fair","Flawed","Flawed","Fair","Flawed","Sound","Excellent","Sound","Fair","Sound","Fair","Flawed","Fair","Fair","Fair","Sound"
"Armenia","ARM",2008,"Post Soviet Eurasia",41,6.410714,65,6,8.75,9,9,9,8,5.25,6,5,6,4,4.5,4,4,4,6,6,6,6,5.5,6,5,7,4,32,6.821429,4,4,6.75,6,4,10,7,9,9,9,8,8,8,5.5,6,5,9,9,5.5,6,5,56,5.1652315,4.3958333,6,4,3,8,1,4.375,5.9,6,6,6,6,5,6,5,4,5.6,7,7,6,4,4,7,7,8,6,.8,.39,.20000029,8.5,"Stable state","democracy","Limited","Defective democracy","Improvement","Functional flaws","No significant changes","Moderate","No significant changes","Minor","Excellent","Fair","Fair","Fair","Fair","Flawed","Sound","Excellent","Sound","Fair","Excellent","Fair","Flawed","Fair","Fair","Fair","Sound"
"Armenia","ARM",2010,"Post Soviet Eurasia",63,5.708333,77,4.916667,8.75,9,9,9,8,4,5,2,5,4,4.5,4,4,4,6,2,2,2,5.3333333,6,5,,5,40,6.5,4,4,6.5,7,4,9,6,8,8,8,8,8,8,5.5,6,5,8,8,5.5,6,5,85,4.3773148,4.3958333,6,4,3,7,2,4.375,5,4.6666667,5,5,4,4.6666667,6,5,3,4,6,6,2,2,4,6.6666667,7,7,6,-1.08,-.32,-.9000001,8.5,"Stable state","autocracy","Limited","Moderate autocracy","Strong deterioration","Functional flaws","No significant changes","Moderate","Deterioration","Minor","Excellent","Flawed","Fair","Poor","Fair","Flawed","Sound","Sound","Sound","Fair","Sound","Fair","Flawed","Fair","Fair","Flawed","Sound"
"Armenia","ARM",2012,"Post Soviet Eurasia",65,5.589286,71,5.25,8.5,9,9,9,7,4,5,2,5,4,4.75,4,4,5,6,3,3,3,6,6,6,,6,55,5.928571,4,4,6.5,7,4,9,6,7,8,6,8,8,8,5.5,6,5,5,5,5.5,6,5,73,4.6837269,4.3958333,6,5,3,6,2,4.375,5.35,4.6666667,5,5,4,5.3333333,6,5,5,4.4,6,6,3,3,4,7,7,7,7,.33,-.57,.3499999,8,"Stable state","autocracy","Limited","Moderate autocracy","No significant changes","Functional flaws","Deterioration","Moderate","No significant changes","Minor","Excellent","Flawed","Fair","Flawed","Fair","Flawed","Sound","Sound","Sound","Fair","Fair","Fair","Fair","Fair","Fair","Flawed","Sound"
"Armenia","ARM",2014,"Post Soviet Eurasia",62,5.710714,70,5.35,8.5,9,9,9,7,4.5,5,2,6,5,4.75,4,4,5,6,3,3,3,6,6,6,,6,48,6.071429,4,4,6.5,7,4,9,6,7,8,6,8,8,8,5.5,6,5,6,6,5.5,6,5,69,4.8382639,4.2291667,6,5,3,6,1,4.375,5.55,4.6666667,5,5,4,5.3333333,6,5,5,5.2,6,6,5,5,4,7,7,7,7,.1,.14,.20000029,8,"Stable state","autocracy","Limited","Moderate autocracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Minor","Excellent","Fair","Fair","Flawed","Fair","Flawed","Sound","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Fair","Fair","Sound"
"Armenia","ARM",2016,"Post Soviet Eurasia",64,5.563095,74,5.233333,8.75,10,9,9,7,4.5,5,3,5,5,4.25,4,4,4,5,3,3,3,5.6666667,5,6,,6,56,5.892857,4,4,6.25,6,4,8,7,7,8,6,8,8,8,6,6,6,5,5,5,5,5,84,4.3066358,4.4166667,6,5,3,6,2,4.5,4.916667,4.3333333,4,5,4,4.3333333,5,5,3,5,6,6,5,4,4,6,6,6,6,-.12,-.18,-.63333368,8.5,"Stable state","autocracy","Limited","Moderate autocracy","No significant changes","Functional flaws","No significant changes","Moderate","Deterioration","Minor","Excellent","Fair","Flawed","Flawed","Fair","Flawed","Fair","Sound","Sound","Fair","Fair","Fair","Flawed","Flawed","Flawed","Fair","Fair"
"Armenia","ARM",2018,"Post Soviet Eurasia",61,5.57619,72,5.116667,8.5,9,9,9,7,4.25,4,3,5,5,4.5,4,4,5,5,3,3,3,5.3333333,5,6,,5,47,6.035714,4,4,6.25,6,4,8,7,7.5,8,7,7.5,7,8,6,6,6,6,6,5,5,5,85,4.2482407,4.4166667,6,5,3,6,2,4.5,4.85,4.6666667,4,5,5,4.3333333,5,5,3,4.4,6,3,5,4,4,6,6,6,6,-.12,.14,-.0666666,8,"Stable state","autocracy","Limited","Moderate autocracy","No significant changes","Functional flaws","No significant changes","Weak","No significant changes","Minor","Excellent","Flawed","Fair","Flawed","Fair","Flawed","Fair","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Flawed","Flawed","Fair"
"Azerbaijan","AZE",2006,"Post Soviet Eurasia",82,4.507143,89,3.8,6.75,6,6,9,6,3,3,1,5,3,4.25,4,4,4,5,2,2,2,3,3,3,,3,67,5.214286,5,5,5,5,4,6,5,7,7,7,5,5,5,4.5,4,5,6,6,4,4,4,95,3.4946759,5.5833333,6,8,4,8,2,5.5,3.9,3.3333333,3,3,4,3,3,3,3,3.6,5,4,3,3,3,5.6666667,6,6,5,,,,6,"Stable state","autocracy","Very limited","Hard-line autocracy",,"Functional flaws",,"Weak",,"Moderate","Sound","Flawed","Flawed","Poor","Flawed","Fair","Fair","Sound","Fair","Fair","Fair","Flawed","Fair","Flawed","Flawed","Flawed","Fair"
"Azerbaijan","AZE",2008,"Post Soviet Eurasia",87,4.507143,97,3.8,6.75,6,6,9,6,3,3,2,3,4,4.25,4,4,4,5,2,2,2,3,3,3,,3,70,5.214286,4,4,5,5,4,6,5,7,7,7,5,5,5,4.5,4,5,7,7,4,4,4,99,3.8470679,5.4166667,6,7,4,8,2,5.5,4.283333,3.6666667,3,4,4,4,4,5,3,3.8,5,4,4,3,3,5.6666667,6,6,5,0,0,.38333321,6,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","No significant changes","Weak","No significant changes","Moderate","Sound","Flawed","Flawed","Poor","Flawed","Flawed","Fair","Sound","Fair","Fair","Sound","Flawed","Fair","Flawed","Flawed","Flawed","Fair"
"Azerbaijan","AZE",2010,"Post Soviet Eurasia",84,4.851191,101,3.916667,7,6,6,9,7,3.25,4,2,4,3,4,4,4,4,4,2,2,2,3.3333333,3,4,,3,61,5.785714,5,5,5.5,5,5,6,6,6.5,6,7,6,5,7,5.5,5,6,7,7,5,5,5,95,4.0697222,5.25,6,7,4,7,2,5.5,4.55,4,4,4,4,4,4,5,3,4.2,6,4,5,3,3,6,6,6,6,.12,.57,.26666689,6.5,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","Improvement","Weak","No significant changes","Moderate","Sound","Flawed","Flawed","Poor","Flawed","Fair","Fair","Sound","Fair","Fair","Sound","Fair","Fair","Flawed","Flawed","Flawed","Fair"
"Azerbaijan","AZE",2012,"Post Soviet Eurasia",84,4.847619,93,4.016667,7.5,7,7,9,7,3.25,3,2,4,4,4,4,4,4,4,2,2,2,3.3333333,3,4,,3,63,5.678571,5,5,4.75,4,4,5,6,6.5,7,6,5.5,4,7,6,6,6,7,7,5,6,4,98,4.017037,4.875,6,7,4,5,2,5.25,4.533333,4.3333333,5,4,4,3.6666667,4,4,3,3.8,6,3,4,3,3,6.3333333,6,7,6,.1,-.11,-.01666689,7,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Functional flaws","No significant changes","Weak","No significant changes","Moderate","Sound","Flawed","Flawed","Poor","Flawed","Fair","Fair","Sound","Fair","Fair","Sound","Fair","Fair","Flawed","Flawed","Flawed","Fair"
"Azerbaijan","AZE",2014,"Post Soviet Eurasia",88,4.708333,100,3.916667,7.5,7,7,9,7,3,3,2,4,3,3.75,3,4,4,4,2,2,2,3.3333333,3,4,,3,67,5.5,5,5,4.5,4,3,5,6,6.5,7,6,5.5,4,7,6,6,6,6,6,5,6,4,99,3.9617361,5.0625,6,7,4,5,3,5.375,4.45,4.3333333,5,4,4,3.3333333,4,3,3,3.8,6,3,4,3,3,6.3333333,6,7,6,-.1,-.18,-.08333349,7,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","No significant changes","Weak","No significant changes","Moderate","Sound","Flawed","Flawed","Poor","Flawed","Fair","Fair","Sound","Fair","Fair","Fair","Fair","Fair","Flawed","Flawed","Flawed","Fair"
"Azerbaijan","AZE",2016,"Post Soviet Eurasia",95,4.438095,105,3.483333,7,5,8,8,7,2.75,3,2,3,3,3,2,3,4,3,2,2,2,2.6666667,2,3,,3,72,5.392857,5,5,4.25,4,3,4,6,7,7,7,5,4,6,6,6,6,6,6,4.5,5,4,103,3.7637654,5.1666667,6,8,4,4,3,6,4.216667,4.3333333,5,5,3,3.3333333,4,4,2,3.2,4,2,4,2,4,6,5,6,7,-.43,-.11,-.23333311,6,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","No significant changes","Weak","No significant changes","Moderate","Sound","Flawed","Flawed","Poor","Flawed","Fair","Flawed","Sound","Fair","Fair","Fair","Fair","Fair","Flawed","Flawed","Flawed","Fair"
"Azerbaijan","AZE",2018,"Post Soviet Eurasia",100,4.127381,107,3.433333,7.25,5,8,9,7,2.25,2,2,3,2,3,2,3,4,3,2,2,2,2.6666667,2,3,,3,85,4.821429,4,4,4.25,4,3,4,6,6,6,6,4.5,4,5,5.5,5,6,5,5,4.5,5,4,97,3.8646528,4.9791667,6,8,4,4,2,5.875,4.35,4.6666667,5,5,4,3.3333333,4,4,2,3.4,4,2,5,2,4,6,5,6,7,-.05,-.57,.13333321,6,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Poorly functioning","Deterioration","Weak","No significant changes","Moderate","Sound","Poor","Flawed","Poor","Flawed","Flawed","Flawed","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Flawed","Flawed","Fair"
"Bahrain","BHR",2006,"Middle East and North Africa",45,6.208333,73,4.916667,8.25,10,8,6,9,4,4,2,6,4,5,4,5,4,7,2,2,2,5.3333333,4,6,,6,19,7.5,8,8,7.5,8,5,8,9,9,9,9,8.5,9,8,6,6,6,8,8,5.5,5,6,59,4.8560185,3.5625,3,5,5,1,3,4.375,5.666667,5,5,5,5,6,6,6,6,5,6,3,7,5,4,6.6666667,5,7,8,,,,9.5,"Stable state","autocracy","Limited","Moderate autocracy",,"Functioning",,"Moderate",,"Minor","Sound","Flawed","Fair","Poor","Fair","Sound","Sound","Excellent","Excellent","Fair","Sound","Fair","Flawed","Fair","Fair","Fair","Sound"
"Bahrain","BHR",2008,"Middle East and North Africa",56,6.013095,77,4.633333,8.25,10,7,7,9,3.25,3,2,4,4,5,4,5,4,7,2,2,2,4.6666667,3,5,,6,21,7.392857,7,7,7.75,8,6,8,9,9,9,9,7.5,8,7,6,7,5,8,8,6.5,4,9,78,4.6560648,3.5625,4,5,5,1,2,4.375,5.433333,4.6666667,4,5,5,6,6,6,6,4.4,6,4,3,5,4,6.6666667,5,7,8,-.28,-.11,-.23333311,9.5,"Stable state","autocracy","Limited","Moderate autocracy","No significant changes","Functioning","No significant changes","Moderate","No significant changes","Minor","Sound","Flawed","Fair","Poor","Fair","Sound","Sound","Excellent","Sound","Fair","Sound","Sound","Flawed","Fair","Fair","Flawed","Sound"
"Bahrain","BHR",2010,"Middle East and North Africa",51,6.047619,83,4.416667,7.75,8,7,7,9,2.5,3,1,3,3,4.5,4,4,4,6,2,2,2,5.3333333,4,6,,6,20,7.678571,6,6,7.75,8,6,8,9,9.5,9,10,7.5,8,7,7.5,9,6,9,9,6.5,5,8,85,4.3609722,3.4791667,3,5,5,1,2,4.875,5.1,4,4,4,4,5,5,5,5,4.4,6,4,3,5,4,7,6,7,8,-.22,.29,-.33333349,8.5,"Stable state","autocracy","Limited","Moderate autocracy","No significant changes","Functioning","No significant changes","Moderate","No significant changes","Minor","Sound","Flawed","Fair","Poor","Fair","Fair","Sound","Excellent","Sound","Sound","Excellent","Sound","Flawed","Flawed","Fair","Flawed","Sound"
"Bahrain","BHR",2012,"Middle East and North Africa",56,5.889286,87,4.35,7.75,8,7,7,9,2.5,3,1,3,3,4.5,4,4,4,6,2,2,2,5,4,6,,5,21,7.428571,6,6,8,8,6,8,10,9.5,9,10,7.5,8,7,6.5,8,5,8,8,6.5,5,8,91,4.1794753,3.6458333,3,5,6,1,2,4.875,4.866667,4,5,4,3,4.6666667,4,5,5,3.8,6,3,3,4,3,7,6,7,8,-.07,-.25,-.23333311,8.5,"Stable state","autocracy","Limited","Moderate autocracy","No significant changes","Functioning","No significant changes","Weak","No significant changes","Minor","Sound","Flawed","Fair","Poor","Fair","Fair","Sound","Excellent","Sound","Sound","Sound","Sound","Flawed","Flawed","Fair","Flawed","Sound"
"Bahrain","BHR",2014,"Middle East and North Africa",75,5.342857,106,3.65,6.75,7,6,6,8,2.5,3,1,3,3,4,4,4,4,4,1,1,1,4,3,6,,3,30,7.035714,6,6,7.75,8,5,8,10,8,8,8,7.5,8,7,6,8,4,8,8,6,5,7,100,3.9416281,4.2708333,4,5,8,1,2,5.625,4.516667,3.6666667,4,4,3,4.6666667,4,5,5,3.4,5,3,2,4,3,6.3333333,5,6,8,-.7,-.39,-.3499999,7.5,"Stable state","autocracy","Very limited","Hard-line autocracy","Deterioration","Functioning","No significant changes","Weak","No significant changes","Minor","Sound","Flawed","Flawed","Poor","Flawed","Fair","Sound","Sound","Sound","Fair","Sound","Fair","Flawed","Flawed","Fair","Flawed","Fair"
"Bahrain","BHR",2016,"Middle East and North Africa",83,4.955952,105,3.483333,6.5,6,6,6,8,1.75,2,1,2,2,3.5,3,3,4,4,2,2,2,3.6666667,2,6,,3,39,6.428571,5,5,7.5,8,5,8,9,7,8,6,7,8,6,5,7,3,8,8,5.5,4,7,100,3.858642,4.1666667,3,6,7,1,2,6,4.433333,3.6666667,4,4,3,4.6666667,4,5,5,3.4,5,3,1,3,5,6,5,5,8,-.17,-.61,-.08333349,7,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","Deterioration","Weak","No significant changes","Minor","Sound","Poor","Flawed","Poor","Flawed","Fair","Sound","Sound","Sound","Fair","Sound","Fair","Flawed","Flawed","Fair","Flawed","Fair"
"Bahrain","BHR",2018,"Middle East and North Africa",89,4.616667,112,3.233333,6.25,6,5,6,8,1.5,2,1,1,2,2.75,2,2,4,3,2,2,2,3.6666667,2,6,,3,51,6,5,5,7,7,4,8,9,6.5,8,5,7.5,8,7,4.5,7,2,6,6,5.5,4,7,105,3.517963,4.25,3,5,8,1,2,6.5,4.033333,3.3333333,4,3,3,4,4,4,4,2.8,5,2,1,2,4,6,5,5,8,-.25,-.43,-.4000001,7,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","No significant changes","Weak","No significant changes","Minor","Fair","Poor","Flawed","Poor","Flawed","Fair","Sound","Sound","Sound","Fair","Fair","Fair","Flawed","Flawed","Flawed","Flawed","Fair"
"Bangladesh","BGD",2006,"Asia and Oceania",54,6.007143,49,6.55,7.25,7,8,8,6,7,7,7,7,7,6.25,8,6,4,7,7,7,7,5.25,5,4,6,6,57,5.464286,4,4,5.75,5,7,7,4,7,7,7,6.5,6,7,3.5,3,4,7,7,4.5,5,4,63,4.7288966,7.2083333,7,7,6,9,10,4.25,5.05,5.3333333,5,7,4,2.6666667,3,4,1,5.2,6,7,4,7,2,7,7,7,7,,,,6.5,"Stable state","democracy","Limited","Defective democracy",,"Functional flaws",,"Moderate",,"Substantial","Sound","Sound","Fair","Sound","Fair","Flawed","Fair","Sound","Sound","Flawed","Sound","Fair","Sound","Fair","Flawed","Fair","Sound"
"Bangladesh","BGD",2008,"Asia and Oceania",68,5.528571,66,5.95,7,7,8,7,6,7,7,7,7,7,4.5,5,5,3,5,5.5,5,6,5.75,6,5,6,6,74,5.107143,4,4,5.75,5,7,7,4,6.5,7,6,6.5,6,7,3,3,3,6,6,4,4,4,93,4.1433333,7.375,7,7,6,9,10,5.25,4.4,3.3333333,3,5,2,2.3333333,2,4,1,4.6,6,7,3,5,2,7.3333333,7,7,8,-.6,-.36,-.6500001,6.5,"Stable state","democracy","Limited","Highly defective democracy","Deterioration","Functional flaws","No significant changes","Weak","Deterioration","Substantial","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Sound","Flawed","Fair","Flawed","Sound","Flawed","Poor","Fair","Sound"
"Bangladesh","BGD",2010,"Asia and Oceania",62,5.739285,57,6.05,7,6,9,7,6,6.75,8,5,7,7,5,5,5,5,5,5.5,5,6,6,6,5,7,6,68,5.428571,4,4,6,5,6,7,6,6.5,7,6,6.5,6,7,3.5,3,4,7,7,4.5,5,4,68,4.8688889,7,7,6,6,9,9,5,5.216667,4.3333333,4,5,4,4,3,5,4,5.2,6,7,4,6,3,7.3333333,7,8,7,.1,.32,.8166666,6,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","Improvement","Substantial","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Sound","Flawed","Sound","Fair","Sound","Flawed","Flawed","Fair","Sound"
"Bangladesh","BGD",2012,"Asia and Oceania",59,5.821428,55,6.25,7,6,9,7,6,7.5,8,7,8,7,5,6,5,4,5,5.5,5,6,6.25,6,5,8,6,70,5.392857,4,4,5.75,5,6,7,5,7,7,7,6.5,6,7,3.5,3,4,6,6,5,6,4,78,4.5733333,7,7,6,6,9,9,5,4.9,3.6666667,4,4,3,3.3333333,3,4,3,5.6,6,7,4,6,5,7,7,7,7,.2,-.04,-.3166666,6,"Stable state","democracy","Limited","Defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Substantial","Sound","Sound","Fair","Fair","Fair","Flawed","Fair","Sound","Sound","Flawed","Fair","Fair","Sound","Flawed","Flawed","Fair","Sound"
"Bangladesh","BGD",2014,"Asia and Oceania",64,5.689285,62,5.95,7,6,9,7,6,6.75,8,6,7,6,4.25,5,5,3,4,5.5,5,6,6.25,6,5,8,6,70,5.428571,4,4,5.5,4,6,7,5,6,6,6,6.5,6,7,4,4,4,7,7,5,6,4,85,4.3776157,7.0625,7,6,7,9,8,5.375,4.683333,3.3333333,3,4,3,3.3333333,3,4,3,5.4,6,6,4,6,5,6.6666667,7,6,7,-.3,.04,-.2166667,6,"Stable state","democracy","Limited","Highly defective democracy","No significant changes","Functional flaws","No significant changes","Moderate","No significant changes","Substantial","Sound","Sound","Flawed","Fair","Fair","Flawed","Fair","Fair","Sound","Flawed","Sound","Fair","Sound","Flawed","Flawed","Fair","Sound"
"Bangladesh","BGD",2016,"Asia and Oceania",70,5.389286,73,5.35,6.75,6,9,7,5,5.25,6,6,5,4,4.25,5,5,3,4,4.5,4,5,6,6,5,7,6,70,5.428571,4,4,5.5,4,6,7,5,6,6,6,6.5,6,7,4,4,4,7,7,5,6,4,82,4.3814815,7.25,7,6,8,9,8,5.5,4.666667,3.6666667,3,5,3,3.3333333,3,4,3,5,5,6,4,5,5,6.6666667,7,6,7,-.6,0,-.01666689,5.5,"Stable state","democracy","Very limited","Highly defective democracy","Deterioration","Functional flaws","No significant changes","Moderate","No significant changes","Substantial","Sound","Fair","Flawed","Fair","Fair","Flawed","Fair","Fair","Sound","Flawed","Sound","Fair","Sound","Flawed","Flawed","Fair","Sound"
"Bangladesh","BGD",2018,"Asia and Oceania",79,5.111905,80,4.616667,6.75,6,9,6,6,4.25,5,3,5,4,3.75,4,4,3,4,3,3,3,5.3333333,6,5,,5,64,5.607143,4,4,5.75,5,6,7,5,6.5,6,7,6.5,5,8,4,4,4,8,8,4.5,5,4,84,4.272037,6.7916667,7,6,7,8,7,5.75,4.6,4,5,4,3,3.3333333,3,4,3,4.4,5,4,4,4,5,6.6666667,7,6,7,-.73,.18,-.0666666,6,"Stable state","autocracy","Very limited","Moderate autocracy","Deterioration","Functional flaws","No significant changes","Weak","No significant changes","Substantial","Sound","Flawed","Flawed","Flawed","Fair","Flawed","Fair","Sound","Sound","Flawed","Sound","Fair","Sound","Flawed","Flawed","Flawed","Sound"
"Belarus","BLR",2006,"Post Soviet Eurasia",83,4.465476,86,3.966667,8.25,10,8,9,6,3,3,1,4,4,3.25,2,4,4,3,2,2,2,3.3333333,3,3,,4,74,4.964286,7,7,4.75,4,6,7,2,3.5,4,3,2.5,3,2,7,7,7,5,5,5,6,4,106,2.7459491,4.5416667,5,7,2,7,1,5.25,3.2,2.3333333,3,2,2,4.3333333,4,3,6,2.8,2,3,4,2,3,3.3333333,4,2,4,,,,8,"Stable state","autocracy","Very limited","Hard-line autocracy",,"Poorly functioning",,"Failed",,"Moderate","Sound","Flawed","Flawed","Poor","Flawed","Sound","Fair","Flawed","Flawed","Sound","Fair","Fair","Flawed","Poor","Flawed","Flawed","Flawed"
"Belarus","BLR",2008,"Post Soviet Eurasia",89,4.466667,93,3.933333,8.5,10,9,9,6,2.5,2,2,3,3,3,2,4,4,2,2,2,2,3.6666667,3,4,,4,78,5,7,7,4,3,6,5,2,4.5,5,4,2,2,2,6,7,5,6,6,5.5,6,5,110,2.8972377,4.7083333,6,7,3,6,1,5.25,3.283333,2.3333333,3,2,2,4.6666667,3,6,5,2.8,2,2,4,2,4,3.3333333,4,2,4,-.03,.04,.08333325,8,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Functional flaws","No significant changes","Failed","No significant changes","Moderate","Excellent","Flawed","Flawed","Poor","Flawed","Sound","Flawed","Fair","Poor","Fair","Fair","Fair","Fair","Poor","Fair","Flawed","Flawed"
"Belarus","BLR",2010,"Post Soviet Eurasia",96,4.523809,94,4.083333,9,10,9,9,8,2.75,2,2,4,3,3,2,4,4,2,2,2,2,3.6666667,3,4,,4,83,4.964286,7,7,4.25,4,6,5,2,4.5,5,4,2,2,2,5.5,6,5,6,6,5.5,6,5,110,3.2916667,4.5,6,7,3,5,1,5,3.75,3.3333333,4,3,3,4.6666667,3,6,5,3,2,2,4,3,4,4,4,3,5,.15,-.04,.4666667,9,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Moderate","Excellent","Flawed","Flawed","Poor","Flawed","Sound","Flawed","Fair","Poor","Fair","Fair","Fair","Flawed","Flawed","Fair","Flawed","Flawed"
"Belarus","BLR",2012,"Post Soviet Eurasia",101,4.359524,96,3.933333,8.5,10,8,9,7,2.5,2,2,3,3,3,2,4,4,2,2,2,2,3.6666667,3,4,,4,87,4.785714,6,6,4.5,4,6,6,2,3.5,4,3,2.5,3,2,5.5,6,5,6,6,5.5,6,5,116,2.8089969,4.7083333,6,7,3,5,2,5.25,3.183333,2.6666667,3,3,2,4.3333333,4,5,4,2.4,2,2,3,2,3,3.3333333,4,2,4,-.15,-.18,-.5666666,8.5,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Failed","Deterioration","Moderate","Excellent","Flawed","Flawed","Poor","Flawed","Fair","Fair","Flawed","Flawed","Fair","Fair","Fair","Flawed","Flawed","Flawed","Poor","Flawed"
"Belarus","BLR",2014,"Post Soviet Eurasia",101,4.305952,99,3.933333,8.5,10,8,9,7,2.5,2,2,3,3,3,2,4,4,2,2,2,2,3.6666667,3,4,,4,90,4.678571,7,7,4.25,4,5,6,2,3,3,3,2.5,3,2,5.5,6,5,5,5,5.5,6,5,119,2.7972068,4.5416667,6,7,3,5,1,5.25,3.183333,2.6666667,3,3,2,4.3333333,4,5,4,2.4,2,2,3,2,3,3.3333333,4,2,4,0,-.11,0,8.5,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Failed","No significant changes","Moderate","Excellent","Flawed","Flawed","Poor","Flawed","Sound","Flawed","Flawed","Flawed","Fair","Fair","Fair","Flawed","Flawed","Flawed","Poor","Flawed"
"Belarus","BLR",2016,"Post Soviet Eurasia",99,4.270238,91,3.933333,8.5,10,8,9,7,2.5,2,2,3,3,3,2,3,4,3,2,2,2,3.6666667,3,4,,4,90,4.607143,7,7,4.25,4,5,6,2,3,3,3,2.5,3,2,6,6,6,4,4,5.5,6,5,116,3.01875,4.375,6,7,3,4,1,5.25,3.45,3.3333333,3,4,3,4,4,5,3,2.8,2,2,4,2,4,3.6666667,4,2,5,0,-.07,.26666665,8.5,"Stable state","autocracy","Very limited","Hard-line autocracy","No significant changes","Poorly functioning","No significant changes","Weak","No significant changes","Minor","Excellent","Flawed","Flawed","Poor","Flawed","Sound","Flawed","Flawed","Flawed","Fair","Flawed","Fair","Flawed","Flawed","Flawed","Flawed","Flawed"
"Belarus","BLR",2018,"Post Soviet Eurasia",86,4.720238,85,4.333333,8.5,10,8,9,7,3,3,3,3,3,4,3,4,5,4,2.5,3,2,3.6666667,3,4,,4,77,5.107143,7,7,4.75,4,6,6,3,5,5,5,3.5,4,3,6,6,6,4,4,5.5,6,5,105,3.52125,4.125,5,7,3,4,1,4.75,4.05,4,4,4,4,4.3333333,4,5,4,3.2,2,2,5,3,4,4.6666667,4,4,6,.4,.5,.60000014,8.5,"Stable state","autocracy","Very limited","Moderate autocracy","No significant changes","Functional flaws","Improvement","Weak","Improvement","Minor","Excellent","Flawed","Flawed","Flawed","Flawed","Sound","Fair","Fair","Flawed","Fair","Flawed","Fair","Flawed","Flawed","Flawed","Flawed","Fair"
